Edad,Sexo,Talla,Latitud,Notas,Horas_Estudio,Fecha_Matricula,Acceso_Internet,Trabaja,Comentarios_Tutor,Horas_Sueno
24,M,1.57,-6.25727,12.9,20,2023-12-25,1,0,Ausencias frecuentes,7
19,M,1.74,-7.04625,2.6,11,2023-03-27,1,1,Alta motivacion,4
27,M,1.62,-13.24302,5.1,6,2023-09-28,1,1,Ausencias frecuentes,8
16,M,1.82,-7.86037,19.3,24,2023-08-21,1,1,Excelente participacion,7
17,M,1.82,-5.24589,15.9,7,2023-04-15,1,0,Ausencias frecuentes,9
16,F,1.81,-7.47206,13.5,32,2023-05-21,0,0,Ausencias frecuentes,5
29,F,1.71,-5.67968,17.1,15,2023-01-22,1,0,Dificultad con matematicas,4
27,F,1.61,-13.39058,0.3,39,2023-03-27,0,0,Excelente participacion,7
20,F,1.82,-3.00872,0.1,9,2023-11-16,1,0,Falta de tiempo,4
20,F,1.57,-9.90559,3.1,11,2023-12-15,1,0,Excelente participacion,8
26,M,1.62,-0.22997,9.9,21,2023-05-11,1,0,Problemas familiares,6
22,F,1.57,-17.58086,11.4,6,2023-01-19,1,1,Dificultad con matematicas,4
24,M,1.77,-11.15432,2.3,20,2023-08-24,1,1,Ausencias frecuentes,5
24,F,1.77,-14.75145,1.4,39,2023-11-01,0,0,Dificultad con matematicas,4
18,M,1.76,-7.99903,16.6,37,2023-04-10,1,0,Ausencias frecuentes,5
18,M,1.67,-13.62231,9.3,21,2023-06-16,1,1,Excelente participacion,4
18,M,1.54,-4.7254,19.8,8,2023-07-17,1,1,Excelente participacion,9
19,M,1.86,-2.12641,4.6,19,2023-09-27,0,1,Ausencias frecuentes,6
23,M,1.7,-14.20408,12.9,12,2023-06-05,0,1,Dificultad con matematicas,8
21,M,1.66,-15.1078,16.1,23,2023-07-04,1,0,Excelente participacion,8
23,F,1.74,-2.24357,17.5,29,2023-06-22,1,0,Dificultad con matematicas,6
16,M,1.58,-11.49711,6.1,17,2023-04-25,1,1,Ausencias frecuentes,9
23,M,1.55,-10.17749,3.9,24,2023-10-25,1,0,Dificultad con matematicas,6
19,F,1.66,-14.02255,4.5,19,2023-01-03,0,0,Falta de tiempo,6
26,M,1.59,-10.34433,13.3,10,2023-09-16,0,1,Dificultad con matematicas,7
16,F,1.6,-13.8366,10.4,39,2023-03-22,0,1,Excelente participacion,7
23,F,1.86,-6.01331,12.0,33,2023-10-10,1,1,Excelente participacion,9
19,M,1.71,-9.02022,0.4,22,2023-02-20,1,0,Excelente participacion,6
21,M,1.69,-3.81491,7.8,25,2023-01-14,1,1,Excelente participacion,9
23,F,1.78,-12.37089,6.2,22,2023-12-23,1,1,Dificultad con matematicas,4
19,M,1.88,-8.89929,17.3,32,2023-08-27,1,1,Ausencias frecuentes,4
29,F,1.54,-13.32858,15.5,24,2023-06-26,1,1,Dificultad con matematicas,5
18,M,1.83,-1.17947,8.6,33,2023-09-17,1,0,Problemas familiares,8
29,F,1.73,-8.60516,12.6,25,2023-08-22,0,1,Problemas familiares,9
24,M,1.56,-14.87768,1.0,38,2023-06-25,1,1,Alta motivacion,5
18,M,1.62,-13.09022,12.7,4,2023-07-19,1,0,Problemas familiares,8
24,F,1.69,-16.50776,1.9,28,2023-11-13,1,1,Excelente participacion,4
28,F,1.78,-17.49931,14.3,29,2023-03-27,1,1,Alta motivacion,9
17,F,1.6,-8.53341,11.5,26,2023-02-02,1,1,Problemas familiares,9
29,F,1.71,-11.93179,6.0,36,2023-12-28,1,1,Excelente participacion,9
17,M,1.77,-0.65208,7.4,24,2023-06-21,1,0,Alta motivacion,4
17,F,1.68,-14.91603,1.8,9,2023-10-15,1,0,Problemas familiares,7
21,F,1.85,-3.70957,6.5,33,2023-08-04,1,1,Excelente participacion,6
18,M,1.85,-12.31251,19.3,11,2023-09-15,0,1,Falta de tiempo,6
28,M,1.69,-13.97633,9.7,28,2023-12-17,1,1,Falta de tiempo,5
24,F,1.89,-0.54654,9.5,38,2023-05-15,1,0,Dificultad con matematicas,7
19,M,1.53,-3.55362,12.6,18,2023-08-01,1,1,Dificultad con matematicas,6
16,F,1.5,-6.64882,9.7,18,2023-11-14,1,1,Alta motivacion,7
19,M,1.65,-5.45182,7.1,28,2023-09-25,1,1,Excelente participacion,7
16,F,1.74,-0.15513,2.8,1,2023-11-19,0,1,Dificultad con matematicas,8
29,M,1.75,-7.32227,12.6,25,2023-08-28,1,1,Ausencias frecuentes,5
20,F,1.69,-16.16579,15.0,36,2023-03-21,1,1,Problemas familiares,9
19,F,1.55,-16.83241,18.5,33,2023-10-05,1,1,Ausencias frecuentes,9
23,M,1.57,-6.00108,0.1,29,2023-05-22,1,1,Alta motivacion,6
23,M,1.84,-6.16318,1.3,11,2023-08-22,0,1,Dificultad con matematicas,4
22,F,1.85,-4.53287,18.0,19,2023-03-18,1,1,Excelente participacion,4
18,F,1.77,-16.04198,12.6,32,2023-09-29,1,1,Ausencias frecuentes,4
16,M,1.77,-0.99176,19.2,8,2023-12-14,1,1,Problemas familiares,8
16,M,1.74,-8.07915,8.6,1,2023-03-12,0,1,Ausencias frecuentes,4
27,M,1.58,-6.308,8.3,27,2023-10-01,1,0,Problemas familiares,9
26,M,1.67,-17.37266,6.9,33,2023-12-01,1,0,Problemas familiares,7
18,M,1.78,-0.70246,2.9,20,2023-07-29,1,0,Excelente participacion,5
21,M,1.71,-7.87335,7.6,18,2023-02-16,1,1,Falta de tiempo,8
22,M,1.51,-7.85946,0.3,13,2023-07-22,0,1,Problemas familiares,9
21,M,1.88,-1.016,10.2,16,2023-02-20,0,1,Falta de tiempo,4
29,M,1.84,-1.2717,16.9,4,2023-02-08,0,1,Ausencias frecuentes,9
29,F,1.6,-14.03463,6.4,20,2023-05-25,1,0,Alta motivacion,9
21,M,1.75,-1.24022,1.9,21,2023-04-14,1,1,Problemas familiares,6
21,M,1.87,-4.74082,19.5,39,2023-03-01,1,1,Excelente participacion,9
28,F,1.54,-17.65979,2.6,19,2023-09-19,1,1,Ausencias frecuentes,8
18,F,1.7,-13.68282,10.6,27,2023-02-15,1,1,Excelente participacion,6
21,F,1.68,-10.56636,16.2,31,2023-11-21,1,1,Problemas familiares,6
23,F,1.66,-7.5092,5.0,18,2023-10-16,1,1,Dificultad con matematicas,7
26,F,1.83,-5.37606,16.8,27,2023-12-07,1,1,Dificultad con matematicas,7
26,F,1.65,-14.21621,11.1,22,2023-04-27,1,1,Falta de tiempo,5
17,M,1.53,-2.93939,6.6,32,2023-07-02,1,1,Problemas familiares,8
20,F,1.53,-2.77712,17.3,17,2023-05-01,1,1,Falta de tiempo,4
29,F,1.52,-6.57002,12.4,34,2023-07-20,1,1,Ausencias frecuentes,8
16,F,1.66,-1.42031,12.3,36,2023-06-10,1,1,Problemas familiares,5
27,M,1.79,-3.36632,10.1,35,2023-07-16,0,1,Falta de tiempo,9
16,F,1.58,-14.01077,5.5,18,2023-10-03,1,1,Alta motivacion,6
20,M,1.76,-3.62382,6.1,25,2023-05-31,1,1,Ausencias frecuentes,7
27,F,1.77,-0.84236,1.8,35,2023-10-20,0,1,Excelente participacion,5
28,F,1.6,-15.52308,4.9,25,2023-09-13,1,1,Dificultad con matematicas,5
18,M,1.74,-0.38344,5.6,6,2023-06-23,1,1,Dificultad con matematicas,5
19,M,1.77,-17.55013,1.2,22,2023-10-10,1,1,Alta motivacion,8
18,F,1.69,-8.60099,2.2,4,2023-11-15,1,1,Excelente participacion,8
16,M,1.63,-4.06992,5.4,22,2023-11-10,1,1,Dificultad con matematicas,9
16,M,1.75,-3.77211,13.5,35,2023-09-28,1,1,Alta motivacion,7
27,F,1.89,-4.77589,3.7,31,2023-12-06,1,1,Dificultad con matematicas,4
27,F,1.67,-8.47168,10.4,14,2023-11-10,1,1,Ausencias frecuentes,8
29,F,1.66,-6.28264,10.2,26,2023-08-23,0,1,Dificultad con matematicas,7
28,M,1.69,-5.40122,16.7,16,2023-03-01,1,1,Problemas familiares,8
29,F,1.53,-9.09829,12.2,19,2023-07-16,1,0,Alta motivacion,9
20,F,1.72,-7.27767,18.3,15,2023-08-20,0,1,Ausencias frecuentes,9
21,M,1.63,-2.76538,12.6,27,2023-03-21,1,0,Ausencias frecuentes,8
18,M,1.55,-12.36818,0.5,30,2023-04-21,1,1,Excelente participacion,9
27,F,1.69,-8.58229,7.6,15,2023-12-13,1,0,Excelente participacion,5
24,M,1.5,-17.84737,14.0,13,2023-07-13,1,0,Dificultad con matematicas,4
20,F,1.66,-5.62614,9.5,9,2023-09-06,1,0,Problemas familiares,6
23,M,1.54,-14.48306,8.4,1,2023-06-06,1,1,Alta motivacion,8
28,F,1.51,-9.34198,13.4,32,2023-01-05,1,0,Excelente participacion,6
16,M,1.83,-14.21631,5.7,21,2023-04-02,1,0,Falta de tiempo,6
29,M,1.87,-17.57639,18.2,1,2023-01-02,1,1,Falta de tiempo,5
20,M,1.58,-9.30203,8.3,6,2023-08-14,0,1,Alta motivacion,9
18,M,1.72,-10.353,12.6,29,2023-09-16,0,1,Problemas familiares,7
27,F,1.61,-10.34731,19.6,37,2023-02-10,1,0,Falta de tiempo,4
16,M,1.7,-14.24149,15.7,38,2023-05-30,1,1,Falta de tiempo,7
19,F,1.67,-0.95032,10.6,18,2023-03-03,0,1,Dificultad con matematicas,4
28,M,1.61,-17.93687,17.2,37,2023-10-31,1,1,Falta de tiempo,8
20,M,1.78,-1.95218,11.2,16,2023-05-12,1,1,Dificultad con matematicas,5
22,F,1.55,-4.73577,8.8,36,2023-10-16,1,1,Problemas familiares,8
16,M,1.52,-14.9027,17.5,9,2023-03-22,1,0,Alta motivacion,9
18,M,1.81,-9.50054,0.5,14,2023-02-19,1,1,Falta de tiempo,8
17,F,1.77,-0.2007,8.1,4,2023-04-25,0,0,Falta de tiempo,6
24,M,1.7,-6.41343,6.9,37,2023-09-21,1,0,Falta de tiempo,5
25,F,1.69,-15.70722,14.3,34,2023-10-09,1,0,Alta motivacion,7
21,M,1.7,-9.76244,0.3,3,2023-10-18,1,1,Ausencias frecuentes,4
25,M,1.67,-9.57234,13.2,34,2023-06-24,1,1,Alta motivacion,8
18,M,1.66,-3.55926,6.9,0,2023-08-24,1,1,Falta de tiempo,4
23,F,1.7,-1.50907,2.0,16,2023-08-27,1,0,Dificultad con matematicas,4
29,M,1.71,-16.51965,19.6,20,2023-04-15,1,1,Excelente participacion,5
23,M,1.78,-12.34733,4.2,21,2023-10-10,1,1,Alta motivacion,4
17,M,1.78,-12.62811,7.0,4,2023-10-29,1,0,Excelente participacion,4
21,M,1.65,-0.07113,4.1,35,2023-10-17,0,1,Excelente participacion,6
22,M,1.67,-7.93391,13.2,37,2023-07-10,1,0,Dificultad con matematicas,9
17,M,1.65,-2.16303,15.7,8,2023-09-05,1,1,Excelente participacion,6
26,M,1.71,-10.33141,17.2,19,2023-04-04,1,1,Dificultad con matematicas,8
25,M,1.68,-4.99098,6.2,13,2023-08-07,0,1,Ausencias frecuentes,7
17,M,1.86,-12.84146,10.5,19,2023-08-09,1,1,Dificultad con matematicas,4
25,F,1.78,-1.58785,13.3,25,2023-04-29,1,1,Excelente participacion,7
16,M,1.86,-9.80737,12.6,3,2023-06-01,0,1,Falta de tiempo,6
23,F,1.78,-3.53294,14.3,38,2023-01-17,1,1,Problemas familiares,4
16,F,1.89,-13.3953,15.4,19,2023-09-09,1,0,Dificultad con matematicas,9
24,F,1.75,-5.51512,1.9,10,2023-10-27,1,1,Problemas familiares,7
26,M,1.89,-10.70715,3.4,6,2023-07-13,1,0,Falta de tiempo,4
21,F,1.56,-17.43409,14.7,30,2023-11-13,0,0,Falta de tiempo,9
22,F,1.52,-10.56585,9.5,7,2023-07-27,1,0,Problemas familiares,9
28,F,1.73,-8.09961,8.5,22,2023-09-16,1,1,Falta de tiempo,5
25,M,1.89,-15.26829,9.1,14,2023-10-06,1,1,Excelente participacion,5
22,F,1.67,-14.68956,7.4,0,2023-05-15,1,1,Falta de tiempo,5
25,M,1.58,-9.63247,11.8,9,2023-12-10,0,1,Problemas familiares,9
18,F,1.71,-11.83087,6.5,23,2023-07-09,1,1,Excelente participacion,6
17,F,1.76,-10.06667,12.7,14,2023-09-06,1,1,Problemas familiares,8
24,M,1.63,-9.70511,4.1,20,2023-10-26,1,1,Problemas familiares,7
23,M,1.79,-15.47863,15.2,21,2023-11-28,1,1,Dificultad con matematicas,4
28,F,1.89,-14.7385,15.6,23,2023-08-05,0,1,Falta de tiempo,5
27,F,1.86,-2.73302,11.6,9,2023-11-06,1,1,Ausencias frecuentes,4
25,F,1.62,-15.07106,7.4,22,2023-09-06,0,0,Alta motivacion,7
22,M,1.63,-6.01354,0.3,15,2023-10-22,1,0,Falta de tiempo,5
24,M,1.65,-10.4665,2.4,4,2023-09-01,1,0,Alta motivacion,5
19,F,1.66,-0.57174,1.6,32,2023-12-17,1,0,Ausencias frecuentes,6
28,F,1.54,-16.81012,0.2,35,2023-06-19,1,0,Ausencias frecuentes,7
19,M,1.8,-3.053,14.4,24,2023-01-30,0,1,Alta motivacion,4
16,M,1.65,-9.15391,19.1,39,2023-06-19,0,1,Falta de tiempo,4
23,F,1.85,-17.90366,0.2,25,2023-02-18,1,1,Falta de tiempo,5
29,M,1.87,-13.25412,2.3,1,2023-04-15,0,0,Alta motivacion,9
29,F,1.51,-10.66146,17.2,33,2023-12-08,1,0,Alta motivacion,9
27,M,1.9,-12.34449,13.8,30,2023-05-23,0,1,Ausencias frecuentes,4
18,F,1.78,-11.47591,8.1,39,2023-12-09,1,1,Ausencias frecuentes,9
22,F,1.71,-1.49991,19.9,18,2023-12-20,1,1,Ausencias frecuentes,7
27,F,1.66,-11.50319,11.5,36,2023-02-12,1,1,Alta motivacion,6
17,M,1.71,-10.46107,13.4,17,2023-03-25,1,1,Falta de tiempo,8
17,F,1.63,-4.29963,13.1,2,2023-02-11,1,1,Falta de tiempo,5
22,F,1.75,-3.711,4.5,6,2023-12-15,1,0,Problemas familiares,6
21,M,1.54,-16.48639,9.8,22,2023-04-02,1,0,Alta motivacion,6
18,F,1.75,-5.32674,4.3,36,2023-03-13,0,1,Falta de tiempo,7
24,F,1.61,-9.3137,10.2,0,2023-02-17,1,1,Excelente participacion,9
25,F,1.51,-15.59063,0.6,6,2023-12-20,1,1,Problemas familiares,5
29,M,1.72,-13.23521,7.6,21,2023-08-27,1,0,Problemas familiares,6
28,M,1.73,-17.18936,7.4,2,2023-06-02,0,1,Ausencias frecuentes,9
21,M,1.67,-11.51573,5.8,18,2023-07-22,1,1,Dificultad con matematicas,9
25,M,1.53,-13.40268,1.6,29,2023-09-13,1,1,Ausencias frecuentes,7
25,F,1.86,-11.12214,15.4,8,2023-01-24,1,1,Problemas familiares,6
21,M,1.74,-7.55387,8.4,34,2023-10-18,1,1,Dificultad con matematicas,7
16,M,1.55,-4.81789,16.3,34,2023-07-13,1,1,Problemas familiares,4
19,M,1.7,-7.10366,16.7,12,2023-08-10,0,0,Excelente participacion,5
25,F,1.7,-5.78921,4.3,25,2023-06-17,1,1,Falta de tiempo,6
21,F,1.52,-2.4185,8.4,27,2023-07-17,0,1,Ausencias frecuentes,5
21,F,1.74,-2.27116,14.4,24,2023-08-22,1,0,Ausencias frecuentes,7
26,M,1.82,-2.50705,10.0,38,2023-04-23,1,1,Ausencias frecuentes,9
27,F,1.8,-15.24296,17.1,2,2023-09-20,1,1,Problemas familiares,8
20,F,1.58,-13.48076,11.4,10,2023-02-21,0,1,Ausencias frecuentes,5
16,M,1.84,-8.95814,12.6,29,2023-11-29,1,1,Problemas familiares,5
23,F,1.64,-11.54269,15.7,32,2023-10-26,1,0,Dificultad con matematicas,7
20,M,1.88,-15.62996,2.4,33,2023-07-31,0,1,Falta de tiempo,8
27,M,1.53,-12.8205,11.7,2,2023-09-08,0,0,Alta motivacion,7
27,F,1.69,-0.44228,1.7,4,2023-02-11,1,1,Excelente participacion,5
27,M,1.74,-11.75532,5.2,30,2023-02-03,1,0,Alta motivacion,9
20,M,1.6,-10.45955,4.3,3,2023-11-25,1,1,Alta motivacion,9
22,M,1.81,-17.88477,11.3,7,2023-10-09,1,1,Excelente participacion,4
19,M,1.75,-5.05053,16.9,16,2023-08-06,1,1,Dificultad con matematicas,6
21,M,1.51,-10.5561,2.7,21,2023-12-04,0,1,Falta de tiempo,9
28,M,1.74,-16.14348,15.4,37,2023-09-30,1,1,Excelente participacion,8
19,F,1.7,-0.56598,2.9,23,2023-09-12,1,1,Alta motivacion,7
29,M,1.58,-4.0062,3.8,30,2023-07-16,1,0,Dificultad con matematicas,9
18,M,1.9,-4.9293,18.3,24,2023-01-06,0,0,Falta de tiempo,9
22,M,1.86,-0.7583,0.2,37,2023-02-03,1,0,Problemas familiares,7
23,M,1.62,-10.66536,3.9,31,2023-11-05,1,1,Falta de tiempo,6
19,F,1.72,-5.0664,4.3,25,2023-04-05,1,1,Ausencias frecuentes,5
28,F,1.63,-14.28826,5.6,35,2023-06-14,1,0,Ausencias frecuentes,6
17,M,1.81,-5.45183,7.3,26,2023-05-28,1,0,Dificultad con matematicas,5
27,F,1.87,-17.74658,2.1,22,2023-07-23,1,0,Falta de tiempo,5
25,M,1.64,-15.7265,9.4,19,2023-07-06,1,0,Alta motivacion,9
29,M,1.82,-10.34534,8.0,26,2023-05-19,1,1,Problemas familiares,4
18,M,1.7,-17.78233,12.5,16,2023-04-04,1,1,Ausencias frecuentes,4
16,M,1.66,-9.68461,17.4,13,2023-04-24,1,1,Falta de tiempo,7
23,F,1.88,-8.58975,6.0,2,2023-02-09,1,0,Falta de tiempo,6
18,F,1.7,-6.81108,10.9,39,2023-07-25,1,1,Alta motivacion,7
27,M,1.69,-16.19304,7.4,26,2023-11-08,1,1,Ausencias frecuentes,9
25,M,1.77,-14.74179,0.8,13,2023-04-20,1,1,Dificultad con matematicas,6
22,F,1.6,-6.9609,16.4,27,2023-10-04,0,1,Problemas familiares,7
25,F,1.63,-6.15262,12.7,24,2023-08-03,0,1,Problemas familiares,8
20,M,1.87,-17.5338,0.0,39,2023-04-10,1,1,Problemas familiares,8
25,F,1.77,-8.27339,5.0,10,2023-07-16,1,1,Excelente participacion,4
20,M,1.83,-3.87033,6.2,11,2023-10-29,1,1,Excelente participacion,8
29,F,1.61,-16.75618,16.2,32,2023-11-19,0,0,Problemas familiares,7
22,F,1.72,-10.56289,15.2,19,2023-12-14,1,1,Excelente participacion,6
24,F,1.89,-12.1228,7.9,33,2023-01-04,1,1,Falta de tiempo,5
27,F,1.63,-1.55402,3.1,22,2023-05-02,1,1,Ausencias frecuentes,7
20,M,1.56,-14.65556,7.7,18,2023-10-14,0,1,Falta de tiempo,5
16,M,1.7,-12.26951,16.2,35,2023-11-26,1,0,Problemas familiares,9
25,F,1.66,-1.82799,9.0,0,2023-07-23,1,0,Problemas familiares,5
25,M,1.56,-12.04824,2.3,9,2023-07-08,1,1,Ausencias frecuentes,9
16,F,1.86,-8.43575,0.8,0,2023-05-25,1,1,Problemas familiares,6
17,F,1.9,-17.40536,6.7,4,2023-02-22,0,1,Ausencias frecuentes,5
29,M,1.73,-0.27176,3.0,21,2023-01-08,1,1,Excelente participacion,7
21,M,1.81,-3.15096,14.9,1,2023-11-24,1,0,Ausencias frecuentes,8
24,M,1.84,-6.58078,5.6,8,2023-06-07,1,1,Problemas familiares,5
23,F,1.78,-16.90641,17.5,6,2023-03-24,1,1,Alta motivacion,8
28,M,1.52,-16.65234,12.3,20,2023-11-09,1,1,Falta de tiempo,8
20,M,1.56,-8.19047,7.9,6,2023-01-08,1,1,Falta de tiempo,4
16,M,1.53,-12.86884,12.2,8,2023-01-26,1,1,Dificultad con matematicas,6
28,M,1.5,-6.78979,5.9,39,2023-05-29,0,1,Ausencias frecuentes,9
22,F,1.62,-7.23254,2.8,8,2023-02-17,0,1,Falta de tiempo,7
20,F,1.66,-2.90427,19.3,11,2023-12-28,1,1,Falta de tiempo,6
21,F,1.6,-12.93521,11.3,35,2023-02-20,1,1,Problemas familiares,5
28,F,1.53,-7.59846,0.1,8,2023-11-23,0,0,Dificultad con matematicas,7
22,F,1.71,-4.00746,6.2,9,2023-02-12,1,1,Alta motivacion,7
18,F,1.61,-9.16609,3.2,9,2023-05-10,1,1,Ausencias frecuentes,6
27,F,1.82,-3.04841,5.2,16,2023-03-03,0,1,Ausencias frecuentes,8
25,M,1.5,-15.63703,1.1,37,2023-01-04,1,1,Alta motivacion,5
18,F,1.84,-4.78984,4.9,3,2023-11-05,0,1,Problemas familiares,6
20,F,1.88,-1.02632,13.7,15,2023-08-01,1,1,Problemas familiares,5
21,F,1.79,-12.0261,16.4,35,2023-09-24,1,0,Alta motivacion,7
24,F,1.79,-11.40594,6.9,26,2023-02-18,1,1,Alta motivacion,6
28,M,1.87,-16.49611,10.4,5,2023-09-08,1,1,Problemas familiares,9
29,F,1.58,-6.45313,0.8,39,2023-03-17,1,0,Falta de tiempo,6
27,F,1.9,-8.05589,1.8,8,2023-02-11,1,1,Alta motivacion,4
20,M,1.81,-17.27378,11.0,31,2023-11-28,1,1,Dificultad con matematicas,4
16,F,1.79,-4.46018,16.8,37,2023-06-17,0,1,Alta motivacion,5
29,F,1.64,-3.07288,1.8,29,2023-11-02,0,0,Excelente participacion,6
29,F,1.72,-1.67185,8.4,13,2023-06-22,0,1,Dificultad con matematicas,6
29,F,1.76,-8.17679,19.4,28,2023-03-25,1,1,Falta de tiempo,8
19,F,1.75,-9.85356,14.8,27,2023-10-12,0,0,Alta motivacion,4
20,F,1.78,-2.22953,4.0,21,2023-10-23,1,0,Problemas familiares,8
27,F,1.53,-10.82346,5.7,30,2023-03-15,1,0,Ausencias frecuentes,4
25,M,1.64,-6.20202,19.0,16,2023-04-25,1,1,Dificultad con matematicas,9
25,M,1.67,-6.92348,4.4,16,2023-11-05,1,0,Problemas familiares,7
20,F,1.6,-11.3011,8.8,14,2023-01-27,0,1,Ausencias frecuentes,9
22,M,1.57,-16.43598,7.1,31,2023-08-13,1,1,Excelente participacion,6
19,F,1.56,-17.61452,9.8,27,2023-10-23,1,0,Alta motivacion,7
16,M,1.65,-10.29172,4.7,10,2023-07-28,1,0,Alta motivacion,5
29,F,1.7,-9.33837,13.4,38,2023-04-17,1,0,Dificultad con matematicas,4
29,M,1.53,-3.19179,4.7,16,2023-01-26,1,0,Falta de tiempo,5
20,F,1.88,-10.54059,12.0,11,2023-02-27,1,0,Ausencias frecuentes,9
22,M,1.81,-12.93912,7.2,38,2023-04-20,1,1,Problemas familiares,9
25,M,1.79,-9.68226,5.0,8,2023-11-22,1,0,Problemas familiares,7
25,F,1.57,-13.71617,13.9,24,2023-07-07,1,0,Problemas familiares,5
21,F,1.74,-16.35551,19.3,25,2023-09-07,0,1,Excelente participacion,7
20,M,1.71,-15.96523,17.4,3,2023-04-14,1,1,Falta de tiempo,9
19,M,1.89,-12.25522,1.7,18,2023-05-08,1,0,Falta de tiempo,8
17,F,1.8,-17.77182,9.1,12,2023-02-19,1,0,Problemas familiares,6
19,M,1.73,-14.03634,13.9,28,2023-11-22,1,1,Problemas familiares,8
25,F,1.84,-3.82458,11.3,8,2023-07-29,1,1,Ausencias frecuentes,7
25,M,1.56,-13.77689,14.5,39,2023-10-21,1,1,Alta motivacion,9
18,M,1.51,-16.00687,19.5,6,2023-09-19,0,1,Dificultad con matematicas,9
25,F,1.78,-0.91655,6.8,6,2023-08-19,1,1,Falta de tiempo,7
16,F,1.54,-6.79554,15.4,20,2023-07-25,1,1,Falta de tiempo,5
23,F,1.55,-16.91953,1.9,8,2023-03-22,1,0,Excelente participacion,5
20,M,1.8,-16.87961,17.4,26,2023-12-03,0,1,Problemas familiares,4
28,M,1.61,-6.9818,15.6,20,2023-02-06,1,1,Excelente participacion,6
19,M,1.75,-8.27768,10.4,4,2023-09-14,0,0,Excelente participacion,6
23,F,1.87,-16.76925,16.4,4,2023-05-09,1,1,Alta motivacion,8
22,M,1.63,-13.96232,13.3,7,2023-02-24,1,1,Alta motivacion,5
17,M,1.59,-1.27723,11.0,14,2023-06-01,1,1,Falta de tiempo,6
16,F,1.54,-7.70381,18.9,12,2023-12-06,1,1,Ausencias frecuentes,8
27,M,1.55,-10.07414,2.6,32,2023-08-21,1,1,Alta motivacion,5
26,M,1.52,-13.4972,19.9,31,2023-08-19,1,0,Excelente participacion,7
19,F,1.54,-15.59344,3.1,35,2023-09-24,1,0,Alta motivacion,5
23,F,1.67,-10.75263,9.6,22,2023-08-05,1,0,Alta motivacion,8
27,F,1.63,-1.3974,4.6,33,2023-10-09,1,0,Ausencias frecuentes,9
17,F,1.78,-17.12319,5.4,17,2023-08-15,1,1,Ausencias frecuentes,9
18,F,1.85,-0.16238,12.6,11,2023-09-23,1,1,Dificultad con matematicas,9
27,F,1.81,-14.25937,0.7,22,2023-02-22,0,1,Ausencias frecuentes,7
16,F,1.71,-10.64219,18.8,1,2023-06-25,1,0,Excelente participacion,8
16,F,1.54,-17.18908,5.6,26,2023-01-26,1,1,Problemas familiares,4
28,F,1.78,-7.47392,5.5,30,2023-02-26,1,1,Problemas familiares,9
18,M,1.65,-9.29601,17.3,21,2023-03-23,1,1,Excelente participacion,7
26,F,1.53,-5.99927,15.3,4,2023-08-14,1,0,Falta de tiempo,6
20,F,1.84,-8.23179,13.4,16,2023-03-26,1,1,Falta de tiempo,4
27,M,1.64,-10.8328,2.9,6,2023-07-11,1,0,Problemas familiares,6
18,F,1.59,-4.72038,15.4,17,2023-10-24,1,0,Dificultad con matematicas,8
16,M,1.85,-17.54962,7.2,1,2023-10-24,1,1,Falta de tiempo,9
16,M,1.86,-8.26148,19.9,30,2023-05-02,1,1,Dificultad con matematicas,5
23,F,1.64,-15.95023,13.4,27,2023-04-02,1,0,Ausencias frecuentes,5
25,M,1.64,-10.15185,16.7,2,2023-06-21,1,1,Alta motivacion,5
26,F,1.73,-3.75974,14.7,8,2023-12-03,1,1,Dificultad con matematicas,7
27,F,1.79,-15.43571,11.9,32,2023-03-14,0,0,Alta motivacion,6
28,M,1.53,-1.15541,14.3,27,2023-02-12,1,0,Dificultad con matematicas,7
28,M,1.74,-2.00692,11.9,27,2023-05-31,1,0,Problemas familiares,5
27,M,1.88,-10.53171,1.0,17,2023-03-31,1,0,Problemas familiares,9
29,F,1.6,-17.89245,6.9,14,2023-10-05,0,1,Ausencias frecuentes,9
17,F,1.86,-3.78459,6.3,10,2023-10-01,1,0,Alta motivacion,6
28,M,1.88,-2.14388,14.3,24,2023-03-06,1,0,Excelente participacion,5
18,F,1.61,-14.85471,11.5,4,2023-08-19,1,1,Problemas familiares,8
17,F,1.8,-1.50854,12.2,26,2023-01-14,1,1,Alta motivacion,6
18,M,1.6,-1.54625,16.9,11,2023-04-03,0,1,Excelente participacion,6
22,M,1.8,-9.51676,10.5,9,2023-11-03,1,1,Falta de tiempo,8
16,M,1.82,-3.63537,4.4,8,2023-08-28,1,1,Falta de tiempo,6
25,M,1.6,-9.99094,0.2,1,2023-10-30,0,0,Problemas familiares,9
23,M,1.79,-7.84717,3.2,8,2023-09-28,1,0,Problemas familiares,8
28,M,1.82,-12.2429,0.6,15,2023-04-20,1,1,Problemas familiares,6
25,M,1.64,-15.12955,4.7,0,2023-05-25,1,0,Problemas familiares,5
25,M,1.57,-4.56234,12.7,20,2023-12-03,1,1,Problemas familiares,7
25,M,1.54,-17.97493,3.0,36,2023-11-12,1,1,Ausencias frecuentes,4
29,M,1.73,-7.56805,1.6,38,2023-04-05,1,0,Ausencias frecuentes,5
17,F,1.89,-2.43565,19.4,0,2023-04-11,0,0,Falta de tiempo,4
18,F,1.83,-14.01701,19.9,39,2023-08-25,1,0,Alta motivacion,9
24,M,1.67,-12.00781,12.7,13,2023-05-24,0,1,Falta de tiempo,9
